00FR               20251118                                                                                   
0601FRB4Y       20260101000630100000005000 0400000000000022   
0601FRB4Y       20260101000635100000005000 0400000000000023   
0601FRB4Y       20260101000640100000005000 0400000000000024   
0601FRB4Y       20260101000645100000005000 0400000000000026   
0601FRB4Y       20260101000650100000005000 0400000000000028   
0601FRB4Y       20260101000655100000005000 0400000000000030   
0601FRB4Y       20260101000660100000005000 0400000000000033   
0601FRB4Y       20260101000665100000005000 0400000000000036   
0601FRB4Y       20260101000670100000005000 0400000000000038   
0601FRB4Y       20260101000675100000005000 0400000000000042   
0601FRB4Y       20260101000680100000005000 0400000000000045   
0601FRB4Y       20260101000685100000005000 0400000000000047   
0601FRB4Y       20260101000690100000005000 0400000000000051   
0601FRB4Y       20260101000695100000005000 0400000000000054   
0601FRB4Y       20260101000700100000005000 0400000000000057   
0601FRB4Y       20260101000705100000005000 0400000000000061   
0601FRB4Y       20260101000710100000005000 0400000000000064   
0601FRB4Y       20260101000715100000005000 0400000000000067   
0601FRB4Y       20260101000720100000005000 0400000000000072   
0601FRB4Y       20260101000725100000005000 0400000000000075   
0601FRB4Y       20260101000730100000005000 0400000000000078   
0601FRB4Y       20260101000735100000005000 0400000000000083   
0601FRB4Y       20260101000740100000005000 0400000000000089   
0601FRB4Y       20260101000745100000005000 0400000000000092   
0601FRB4Y       20260101000750100000005000 0400000000000099   
0601FRB4Y       20260101000755100000005000 0400000000000103   
0601FRB4Y       20260101000760100000005000 0400000000000110   
0601FRB4Y       20260101000765100000005000 0400000000000114   
0601FRB4Y       20260101000770100000005000 0400000000000120   
0601FRB4Y       20260101000775100000005000 0400000000000125   
0601FRB4Y       20260101000780100000005000 0400000000000131   
0601FRB4Y       20260101000785100000005000 0400000000000136   
0601FRB4Y       20260101000790100000005000 0400000000000144   
0601FRB4Y       20260101000795100000005000 0400000000000148   
0601FRB4Y       20260101000800100000005000 0400000000000152   
0601FRB4Y       20260101000805100000005000 0400000000000161   
0601FRB4Y       20260101000810100000005000 0400000000000165   
0601FRB4Y       20260101000815100000005000 0400000000000172   
0601FRB4Y       20260101000820100000005000 0400000000000178   
0601FRB4Y       20260101000825100000005000 0400000000000185   
0601FRB4Y       20260101000830100000005000 0400000000000190   
0601FRB4Y       20260101000835100000005000 0400000000000199   
0601FRB4Y       20260101000840100000005000 0400000000000203   
0601FRB4Y       20260101000845100000005000 0400000000000211   
0601FRB4Y       20260101000850100000005000 0400000000000217   
0601FRB4Y       20260101000855100000005000 0400000000000225   
0601FRB4Y       20260101000860100000005000 0400000000000230   
0601FRB4Y       20260101000865100000005000 0400000000000239   
0601FRB4Y       20260101000870100000005000 0400000000000245   
0601FRB4Y       20260101000875100000005000 0400000000000249   
0601FRB4Y       20260101000880100000005000 0400000000000257   
0601FRB4Y       20260101000885100000005000 0400000000000261   
0601FRB4Y       20260101000890100000005000 0400000000000267   
0601FRB4Y       20260101000895100000005000 0400000000000272   
0601FRB4Y       20260101000900100000005000 0400000000000278   
0601FRB4Y       20260101000905100000005000 0400000000000281   
0601FRB4Y       20260101000910100000005000 0400000000000289   
0601FRB4Y       20260101000915100000005000 0400000000000293   
0601FRB4Y       20260101000920100000005000 0400000000000299   
0601FRB4Y       20260101000925100000005000 0400000000000304   
0601FRB4Y       20260101000930100000005000 0400000000000310   
0601FRB4Y       20260101000935100000005000 0400000000000315   
0601FRB4Y       20260101000940100000005000 0400000000000321   
0601FRB4Y       20260101000945100000005000 0400000000000325   
0601FRB4Y       20260101000950100000005000 0400000000000333   
0601FRB4Y       20260101000955100000005000 0400000000000336   
0601FRB4Y       20260101000960100000005000 0400000000000340   
0601FRB4Y       20260101000965100000005000 0400000000000348   
0601FRB4Y       20260101000970100000005000 0400000000000352   
0601FRB4Y       20260101000975100000005000 0400000000000358   
0601FRB4Y       20260101000980100000005000 0400000000000364   
0601FRB4Y       20260101000985100000005000 0400000000000370   
0601FRB4Y       20260101000990100000005000 0400000000000374   
0601FRB4Y       20260101000995100000005000 0400000000000382   
0601FRB4Y       20260101001000100000005000 0400000000000385   
0601FRB4Y       20260101001005100000005000 0400000000000391   
0601FRB4Y       20260101001010100000005000 0400000000000396   
0601FRB4Y       20260101001015100000005000 0400000000000401   
0601FRB4Y       20260101001020100000005000 0400000000000404   
0601FRB4Y       20260101001025100000005000 0400000000000408   
0601FRB4Y       20260101001030100000005000 0400000000000414   
0601FRB4Y       20260101001035100000005000 0400000000000417   
0601FRB4Y       20260101001040100000005000 0400000000000422   
0601FRB4Y       20260101001045100000005000 0400000000000427   
0601FRB4Y       20260101001050100000005000 0400000000000430   
0601FRB4Y       20260101001055100000005000 0400000000000435   
0601FRB4Y       20260101001060100000005000 0400000000000440   
0601FRB4Y       20260101001065100000005000 0400000000000444   
0601FRB4Y       20260101001070100000005000 0400000000000448   
0601FRB4Y       20260101001075100000005000 0400000000000453   
0601FRB4Y       20260101001080100000005000 0400000000000457   
0601FRB4Y       20260101001085100000005000 0400000000000467   
0601FRB4Y       20260101001090100000005000 0400000000000472   
0601FRB4Y       20260101001095100000005000 0400000000000481   
0601FRB4Y       20260101001100100000005000 0400000000000485   
0601FRB4Y       20260101001105100000005000 0400000000000497   
0601FRB4Y       20260101001110100000005000 0400000000000501   
0601FRB4Y       20260101001115100000005000 0400000000000510   
0601FRB4Y       20260101001120100000005000 0400000000000516   
0601FRB4Y       20260101001125100000005000 0400000000000526   
0601FRB4Y       20260101001130100000005000 0400000000000531   
0601FRB4Y       20260101001135100000005000 0400000000000540   
0601FRB4Y       20260101001140100000005000 0400000000000544   
0601FRB4Y       20260101001145100000005000 0400000000000553   
0601FRB4Y       20260101001150100000005000 0400000000000558   
0601FRB4Y       20260101001155100000005000 0400000000000566   
0601FRB4Y       20260101001160100000005000 0400000000000570   
0601FRB4Y       20260101001165100000005000 0400000000000580   
0601FRB4Y       20260101001170100000005000 0400000000000583   
0601FRB4Y       20260101001175100000005000 0400000000000593   
0601FRB4Y       20260101001180100000005000 0400000000000597   
0601FRB4Y       20260101001185100000005000 0400000000000607   
0601FRB4Y       20260101001190100000005000 0400000000000610   
0601FRB4Y       20260101001195100000005000 0400000000000613   
0601FRB4Y       20260101001200100000005000 0400000000000624   
0601FRB4Y       20260101001205100000005000 0400000000000627   
0601FRB4Y       20260101001210100000005000 0400000000000637   
0601FRB4Y       20260101001215100000005000 0400000000000641   
0601FRB4Y       20260101001220100000005000 0400000000000651   
0601FRB4Y       20260101001225100000005000 0400000000000655   
0601FRB4Y       20260101001230100000005000 0400000000000665   
0601FRB4Y       20260101001235100000005000 0400000000000671   
0601FRB4Y       20260101001240100000005000 0400000000000676   
0601FRB4Y       20260101001245100000005000 0400000000000682   
0601FRB4Y       20260101001250100000005000 0400000000000687   
0601FRB4Y       20260101001255100000005000 0400000000000693   
0601FRB4Y       20260101001260100000005000 0400000000000698   
0601FRB4Y       20260101001265100000005000 0400000000000704   
0601FRB4Y       20260101001270100000005000 0400000000000709   
0601FRB4Y       20260101001275100000005000 0400000000000715   
0601FRB4Y       20260101001280100000005000 0400000000000720   
0601FRB4Y       20260101001285100000005000 0400000000000726   
0601FRB4Y       20260101001290100000005000 0400000000000731   
0601FRB4Y       20260101001295100000005000 0400000000000737   
0601FRB4Y       20260101001300100000005000 0400000000000742   
0601FRB4Y       20260101001305100000005000 0400000000000748   
0601FRB4Y       20260101001310100000005000 0400000000000753   
0601FRB4Y       20260101001315100000005000 0400000000000759   
0601FRB4Y       20260101001320100000005000 0400000000000764   
0601FRB4Y       20260101001325100000005000 0400000000000770   
0601FRB4Y       20260101001330100000005000 0400000000000775   
0601FRB4Y       20260101001335100000005000 0400000000000781   
0601FRB4Y       20260101001340100000005000 0400000000000786   
0601FRB4Y       20260101001345100000005000 0400000000000792   
0601FRB4Y       20260101001350100000005000 0400000000000797   
0601FRB4Y       20260101001355100000005000 0400000000000803   
0601FRB4Y       20260101001360100000005000 0400000000000808   
0601FRB4Y       20260101001365100000005000 0400000000000814   
0601FRB4Y       20260101001370100000005000 0400000000000819   
0601FRB4Y       20260101001375100000005000 0400000000000826   
0601FRB4Y       20260101001380100000005000 0400000000000831   
0601FRB4Y       20260101001385100000005000 0400000000000837   
0601FRB4Y       20260101001390100000005000 0400000000000842   
0601FRB4Y       20260101001395100000005000 0400000000000848   
0601FRB4Y       20260101001400100000005000 0400000000000853   
0601FRB4Y       20260101001405100000005000 0400000000000859   
0601FRB4Y       20260101001410100000005000 0400000000000864   
0601FRB4Y       20260101001415100000005000 0400000000000870   
0601FRB4Y       20260101001420100000005000 0400000000000875   
0601FRB4Y       20260101001425100000005000 0400000000000881   
0601FRB4Y       20260101001430100000005000 0400000000000886   
0601FRB4Y       20260101001435100000005000 0400000000000890   
0601FRB4Y       20260101001440100000005000 0400000000000895   
0601FRB4Y       20260101001445100000005000 0400000000000899   
0601FRB4Y       20260101001450100000005000 0400000000000904   
0601FRB4Y       20260101001455100000005000 0400000000000908   
0601FRB4Y       20260101001460100000005000 0400000000000912   
0601FRB4Y       20260101001465100000005000 0400000000000917   
0601FRB4Y       20260101001470100000005000 0400000000000921   
0601FRB4Y       20260101001475100000005000 0400000000000926   
0601FRB4Y       20260101001480100000005000 0400000000000930   
0601FRB4Y       20260101001485100000005000 0400000000000935   
0601FRB4Y       20260101001490100000005000 0400000000000940   
0601FRB4Y       20260101001495100000005000 0400000000000945   
0601FRB4Y       20260101001500100000005000 0400000000000949   
0601FRB4Y       20260101001505100000005000 0400000000000954   
0601FRB4Y       20260101001510100000005000 0400000000000958   
0601FRB4Y       20260101001515100000005000 0400000000000963   
0601FRB4Y       20260101001520100000005000 0400000000000967   
0601FRB4Y       20260101001525100000005000 0400000000000972   
0601FRB4Y       20260101001530100000005000 0400000000000976   
0601FRB4Y       20260101001535100000005000 0400000000000981   
0601FRB4Y       20260101001540100000005000 0400000000000986   
0601FRB4Y       20260101001545100000005000 0400000000000990   
0601FRB4Y       20260101001550100000005000 0400000000000995   
0601FRB4Y       20260101001555100000005000 0400000000000999   
