00JU               20251117                                                                                   
0601JUB4Y       20260101006195100000005000 0400000000002971   
0601JUB4Y       20260101006200100000005000 0400000000002972   
0601JUB4Y       20260101006205100000005000 0400000000002972   
0601JUB4Y       20260101006210100000005000 0400000000002973   
0601JUB4Y       20260101006215100000005000 0400000000002973   
0601JUB4Y       20260101006220100000005000 0400000000002974   
0601JUB4Y       20260101006225100000005000 0400000000002975   
0601JUB4Y       20260101006230100000005000 0400000000002975   
0601JUB4Y       20260101006235100000005000 0400000000002976   
0601JUB4Y       20260101006240100000005000 0400000000002976   
0601JUB4Y       20260101006245100000005000 0400000000002977   
0601JUB4Y       20260101006250100000005000 0400000000002977   
0601JUB4Y       20260101006255100000005000 0400000000002978   
0601JUB4Y       20260101006260100000005000 0400000000002979   
0601JUB4Y       20260101006265100000005000 0400000000002979   
0601JUB4Y       20260101006270100000005000 0400000000002980   
0601JUB4Y       20260101006275100000005000 0400000000002980   
0601JUB4Y       20260101006280100000005000 0400000000002981   
0601JUB4Y       20260101006285100000005000 0400000000002982   
0601JUB4Y       20260101006290100000005000 0400000000002982   
0601JUB4Y       20260101006295100000005000 0400000000002983   
0601JUB4Y       20260101006300100000005000 0400000000002984   
0601JUB4Y       20260101006305100000005000 0400000000002984   
0601JUB4Y       20260101006310100000005000 0400000000002984   
0601JUB4Y       20260101006315100000005000 0400000000002985   
0601JUB4Y       20260101006320100000005000 0400000000002986   
0601JUB4Y       20260101006325100000005000 0400000000002986   
0601JUB4Y       20260101006330100000005000 0400000000002987   
0601JUB4Y       20260101006335100000005000 0400000000002987   
0601JUB4Y       20260101006340100000005000 0400000000002988   
0601JUB4Y       20260101006345100000005000 0400000000002988   
0601JUB4Y       20260101006350100000005000 0400000000002989   
0601JUB4Y       20260101006355100000005000 0400000000002990   
0601JUB4Y       20260101006360100000005000 0400000000002990   
0601JUB4Y       20260101006365100000005000 0400000000002991   
0601JUB4Y       20260101006370100000005000 0400000000002991   
0601JUB4Y       20260101006375100000005000 0400000000002992   
0601JUB4Y       20260101006380100000005000 0400000000002992   
0601JUB4Y       20260101006385100000005000 0400000000002993   
0601JUB4Y       20260101006390100000005000 0400000000002993   
0601JUB4Y       20260101006395100000005000 0400000000002994   
0601JUB4Y       20260101006400100000005000 0400000000002995   
0601JUB4Y       20260101006405100000005000 0400000000002995   
0601JUB4Y       20260101006410100000005000 0400000000002996   
0601JUB4Y       20260101006415100000005000 0400000000002996   
0601JUB4Y       20260101006420100000005000 0400000000002997   
0601JUB4Y       20260101006425100000005000 0400000000002997   
0601JUB4Y       20260101006430100000005000 0400000000002998   
0601JUB4Y       20260101006435100000005000 0400000000002999   
0601JUB4Y       20260101006440100000005000 0400000000002999   
0601JUB4Y       20260101006445100000005000 0400000000002999   
0601JUB4Y       20260101006450100000005000 0400000000003000   
0601JUB4Y       20260101006455100000005000 0400000000003001   
0601JUB4Y       20260101006460100000005000 0400000000003001   
0601JUB4Y       20260101006465100000005000 0400000000003002   
0601JUB4Y       20260101006470100000005000 0400000000003002   
0601JUB4Y       20260101006475100000005000 0400000000003003   
0601JUB4Y       20260101006480100000005000 0400000000003003   
0601JUB4Y       20260101006485100000005000 0400000000003004   
0601JUB4Y       20260101006490100000005000 0400000000003005   
0601JUB4Y       20260101006495100000005000 0400000000003005   
0601JUB4Y       20260101006500100000005000 0400000000003006   
0601JUB4Y       20260101006505100000005000 0400000000003006   
0601JUB4Y       20260101006510100000005000 0400000000003007   
0601JUB4Y       20260101006515100000005000 0400000000003007   
0601JUB4Y       20260101006520100000005000 0400000000003008   
0601JUB4Y       20260101006525100000005000 0400000000003008   
0601JUB4Y       20260101006530100000005000 0400000000003009   
0601JUB4Y       20260101006535100000005000 0400000000003009   
0601JUB4Y       20260101006540100000005000 0400000000003010   
0601JUB4Y       20260101006545100000005000 0400000000003011   
0601JUB4Y       20260101006550100000005000 0400000000003011   
0601JUB4Y       20260101006555100000005000 0400000000003012   
0601JUB4Y       20260101006560100000005000 0400000000003012   
0601JUB4Y       20260101006565100000005000 0400000000003013   
0601JUB4Y       20260101006570100000005000 0400000000003013   
0601JUB4Y       20260101006575100000005000 0400000000003014   
0601JUB4Y       20260101006580100000005000 0400000000003014   
0601JUB4Y       20260101006585100000005000 0400000000003015   
0601JUB4Y       20260101006590100000005000 0400000000003015   
0601JUB4Y       20260101006595100000005000 0400000000003016   
0601JUB4Y       20260101006600100000005000 0400000000003016   
0601JUB4Y       20260101006605100000005000 0400000000003017   
0601JUB4Y       20260101006610100000005000 0400000000003017   
0601JUB4Y       20260101006615100000005000 0400000000003018   
0601JUB4Y       20260101006620100000005000 0400000000003019   
0601JUB4Y       20260101006625100000005000 0400000000003019   
0601JUB4Y       20260101006630100000005000 0400000000003019   
0601JUB4Y       20260101006635100000005000 0400000000003020   
0601JUB4Y       20260101006640100000005000 0400000000003021   
0601JUB4Y       20260101006645100000005000 0400000000003021   
0601JUB4Y       20260101006650100000005000 0400000000003022   
0601JUB4Y       20260101006655100000005000 0400000000003022   
0601JUB4Y       20260101006660100000005000 0400000000003023   
0601JUB4Y       20260101006665100000005000 0400000000003023   
0601JUB4Y       20260101006670100000005000 0400000000003024   
0601JUB4Y       20260101006675100000005000 0400000000003024   
0601JUB4Y       20260101006680100000005000 0400000000003025   
0601JUB4Y       20260101006685100000005000 0400000000003025   
0601JUB4Y       20260101006690100000005000 0400000000003026   
0601JUB4Y       20260101006695100000005000 0400000000003026   
0601JUB4Y       20260101006700100000005000 0400000000003027   
0601JUB4Y       20260101006705100000005000 0400000000003027   
0601JUB4Y       20260101006710100000005000 0400000000003028   
0601JUB4Y       20260101006715100000005000 0400000000003028   
0601JUB4Y       20260101006720100000005000 0400000000003029   
0601JUB4Y       20260101006725100000005000 0400000000003029   
0601JUB4Y       20260101006730100000005000 0400000000003030   
0601JUB4Y       20260101006735100000005000 0400000000003030   
0601JUB4Y       20260101006740100000005000 0400000000003031   
0601JUB4Y       20260101006745100000005000 0400000000003031   
0601JUB4Y       20260101006750100000005000 0400000000003032   
0601JUB4Y       20260101006755100000005000 0400000000003032   
0601JUB4Y       20260101006760100000005000 0400000000003033   
0601JUB4Y       20260101006765100000005000 0400000000003033   
0601JUB4Y       20260101006770100000005000 0400000000003034   
0601JUB4Y       20260101006775100000005000 0400000000003034   
0601JUB4Y       20260101006780100000005000 0400000000003035   
0601JUB4Y       20260101006785100000005000 0400000000003035   
0601JUB4Y       20260101006790100000005000 0400000000003035   
0601JUB4Y       20260101006795100000005000 0400000000003036   
0601JUB4Y       20260101006800100000005000 0400000000003037   
0601JUB4Y       20260101006805100000005000 0400000000003037   
0601JUB4Y       20260101006810100000005000 0400000000003037   
0601JUB4Y       20260101006815100000005000 0400000000003038   
0601JUB4Y       20260101006820100000005000 0400000000003039   
0601JUB4Y       20260101006825100000005000 0400000000003039   
0601JUB4Y       20260101006830100000005000 0400000000003040   
0601JUB4Y       20260101006835100000005000 0400000000003040   
0601JUB4Y       20260101006840100000005000 0400000000003041   
0601JUB4Y       20260101006845100000005000 0400000000003041   
0601JUB4Y       20260101006850100000005000 0400000000003042   
0601JUB4Y       20260101006855100000005000 0400000000003042   
0601JUB4Y       20260101006860100000005000 0400000000003043   
0601JUB4Y       20260101006865100000005000 0400000000003043   
0601JUB4Y       20260101006870100000005000 0400000000003044   
0601JUB4Y       20260101006875100000005000 0400000000003044   
0601JUB4Y       20260101006880100000005000 0400000000003044   
0601JUB4Y       20260101006885100000005000 0400000000003045   
0601JUB4Y       20260101006890100000005000 0400000000003046   
0601JUB4Y       20260101006895100000005000 0400000000003046   
0601JUB4Y       20260101006900100000005000 0400000000003046   
0601JUB4Y       20260101006905100000005000 0400000000003047   
0601JUB4Y       20260101006910100000005000 0400000000003048   
0601JUB4Y       20260101006915100000005000 0400000000003048   
0601JUB4Y       20260101006920100000005000 0400000000003048   
0601JUB4Y       20260101006925100000005000 0400000000003049   
0601JUB4Y       20260101006930100000005000 0400000000003049   
0601JUB4Y       20260101006935100000005000 0400000000003050   
0601JUB4Y       20260101006940100000005000 0400000000003050   
0601JUB4Y       20260101006945100000005000 0400000000003051   
0601JUB4Y       20260101006950100000005000 0400000000003051   
0601JUB4Y       20260101006955100000005000 0400000000003052   
0601JUB4Y       20260101006960100000005000 0400000000003052   
0601JUB4Y       20260101006965100000005000 0400000000003053   
0601JUB4Y       20260101006970100000005000 0400000000003053   
0601JUB4Y       20260101006975100000005000 0400000000003054   
0601JUB4Y       20260101006980100000005000 0400000000003054   
0601JUB4Y       20260101006985100000005000 0400000000003055   
0601JUB4Y       20260101006990100000005000 0400000000003055   
0601JUB4Y       20260101006995100000005000 0400000000003055   
0601JUB4Y       20260101007000100000005000 0400000000003056   
0601JUB4Y       20260101007005100000005000 0400000000003056   
0601JUB4Y       20260101007010100000005000 0400000000003057   
0601JUB4Y       20260101007015100000005000 0400000000003057   
0601JUB4Y       20260101007020100000005000 0400000000003058   
0601JUB4Y       20260101007025100000005000 0400000000003058   
0601JUB4Y       20260101007030100000005000 0400000000003059   
0601JUB4Y       20260101007035100000005000 0400000000003059   
0601JUB4Y       20260101007040100000005000 0400000000003060   
0601JUB4Y       20260101007045100000005000 0400000000003060   
0601JUB4Y       20260101007050100000005000 0400000000003061   
0601JUB4Y       20260101007055100000005000 0400000000003061   
0601JUB4Y       20260101007060100000005000 0400000000003062   
0601JUB4Y       20260101007065100000005000 0400000000003062   
0601JUB4Y       20260101007070100000005000 0400000000003062   
0601JUB4Y       20260101007075100000005000 0400000000003063   
0601JUB4Y       20260101007080100000005000 0400000000003063   
0601JUB4Y       20260101007085100000005000 0400000000003064   
0601JUB4Y       20260101007090100000005000 0400000000003064   
0601JUB4Y       20260101007095100000005000 0400000000003064   
0601JUB4Y       20260101007100100000005000 0400000000003065   
0601JUB4Y       20260101007105100000005000 0400000000003066   
0601JUB4Y       20260101007110100000005000 0400000000003066   
0601JUB4Y       20260101007115100000005000 0400000000003066   
0601JUB4Y       20260101007120100000005000 0400000000003067   
